reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,_merge_source_path,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
MDR_01312,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Haemophilus,,haemophilus,Haemophilus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01313,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Helicobacter,,helicobacter,Helicobacter,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01314,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Johnsonella,,johnsonella,Johnsonella,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01315,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Lactobacillus,,lactobacillus,Lactobacillus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=23483307; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,23483307,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01316,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Lactobacillus crispatus,,lactobacilluscrispatus,Lactobacillus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA356102; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA356102,1.0,0.0,0.0,0.0,Health,Arthritis，Rheumatoid/Health,D001172,D009765,raw_human_phenotype
MDR_01317,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Lautropia,,lautropia,Lautropia,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01318,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Megasphaera,,megasphaera,Megasphaera,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01319,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Neisseria,,neisseria,Neisseria,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01320,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Parvimonas,,parvimonas,Parvimonas,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01321,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Pasteurella,,pasteurella,Pasteurella,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01322,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Phascolarctobacterium,,phascolarctobacterium,Phascolarctobacterium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01323,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Prevotella sp. AM42-24,,prevotellaspam4224,Prevotella,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA356102; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA356102,1.0,0.0,0.0,0.0,Health,Arthritis，Rheumatoid/Health,D001172,D009765,raw_human_phenotype
MDR_01324,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Succinatimonas,,succinatimonas,Succinatimonas,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01325,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Veillonella,,veillonella,Veillonella,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01326,gutm_disorder_human_phenotype,类风湿关节炎（RA）,Xanthomonas,,xanthomonas,Xanthomonas,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=34721377; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,34721377,,1.0,0.0,1.0,0.0,Health,"Arthritis, Rheumatoid/Health",D001172,D006262,literature_human_phenotype
MDR_01327,gutm_disorder_human_phenotype,系统性红斑狼疮（SLE）,Firmicutes,,firmicutes,Firmicutes,phylum,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25271284; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25271284,,1.0,0.0,1.0,0.0,Health,"Lupus Erythematosus, Systemic/Health",D008180,D006262,literature_human_phenotype
MDR_01328,gutm_disorder_human_phenotype,结直肠癌（CRC）,Acidaminobacter,,acidaminobacter,Acidaminobacter,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=23940645; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,23940645,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01329,gutm_disorder_human_phenotype,结直肠癌（CRC）,Acidobacteria,,acidobacteria,Acidobacteria,phylum,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01330,gutm_disorder_human_phenotype,结直肠癌（CRC）,Acidovorax,,acidovorax,Acidovorax,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01331,gutm_disorder_human_phenotype,结直肠癌（CRC）,Actinobacteria,,actinobacteria,Actinobacteria,phylum,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=1,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=28600626; dominant_projects=PRJNA397219; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=22622349,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,28600626,PRJNA397219,2.0,1.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262;D009765,literature_human_phenotype;raw_human_phenotype
MDR_01332,gutm_disorder_human_phenotype,结直肠癌（CRC）,Actinomyces,,actinomyces,Actinomyces,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_01333,gutm_disorder_human_phenotype,结直肠癌（CRC）,Actinomycetaceae,,actinomycetaceae,Actinomycetaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJEB10878,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_01334,gutm_disorder_human_phenotype,结直肠癌（CRC）,Agrobacterium,,agrobacterium,Agrobacterium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01335,gutm_disorder_human_phenotype,结直肠癌（CRC）,Akkermansia,,akkermansia,Akkermansia,genus,increase; dominant_evidence=3; dominant_projects=1; conflicting_evidence=1,increase,disease_enriched,risk,increase,inhibit,low,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=22622349,29687353; dominant_projects=PRJDB4176; comparators=Health; sequencing=16s rRNA gene sequencing; Whole metagenomic sequencing; conflicting_evidence=PRJNA397219.txt",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349;29687353,PRJDB4176,3.0,1.0,2.0,1.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype;raw_human_phenotype
MDR_01336,gutm_disorder_human_phenotype,结直肠癌（CRC）,Alcaligenaceae,,alcaligenaceae,Alcaligenaceae,family,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22761885; dominant_projects=none; comparators=Health(gut swab); sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22761885,,1.0,0.0,1.0,0.0,Health(gut swab),Colorectal Neoplasms(gut swab)/Health(gut swab),D015179,D006262,literature_human_phenotype
MDR_01337,gutm_disorder_human_phenotype,结直肠癌（CRC）,Alistipes,,alistipes,Alistipes,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01338,gutm_disorder_human_phenotype,结直肠癌（CRC）,Allisonella,,allisonella,Allisonella,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_01339,gutm_disorder_human_phenotype,结直肠癌（CRC）,Allisonella histaminiformans,,allisonellahistaminiformans,Allisonella,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA397219; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA397219,1.0,0.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D009765,raw_human_phenotype
MDR_01340,gutm_disorder_human_phenotype,结直肠癌（CRC）,Allobaculum,,allobaculum,Allobaculum,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01341,gutm_disorder_human_phenotype,结直肠癌（CRC）,Allomonas,,allomonas,Allomonas,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01342,gutm_disorder_human_phenotype,结直肠癌（CRC）,Anaerococcus,,anaerococcus,Anaerococcus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01343,gutm_disorder_human_phenotype,结直肠癌（CRC）,Anaerotruncus,,anaerotruncus,Anaerotruncus,genus,increase; dominant_evidence=2; dominant_projects=2; conflicting_evidence=1,increase,disease_enriched,risk,increase,inhibit,low,"gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB4176,PRJEB10878; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=22622349",gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB4176;PRJEB10878,2.0,1.0,0.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,raw_human_phenotype
MDR_01344,gutm_disorder_human_phenotype,结直肠癌（CRC）,Anaerovorax,,anaerovorax,Anaerovorax,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01345,gutm_disorder_human_phenotype,结直肠癌（CRC）,Aquabacterium,,aquabacterium,Aquabacterium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01346,gutm_disorder_human_phenotype,结直肠癌（CRC）,Atopobium,,atopobium,Atopobium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29687353; dominant_projects=none; comparators=Health; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29687353,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01347,gutm_disorder_human_phenotype,结直肠癌（CRC）,Azonexus,,azonexus,Azonexus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=22622349; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,22622349,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01348,gutm_disorder_human_phenotype,结直肠癌（CRC）,Bacillus,,bacillus,Bacillus,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=28600626; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,28600626,,1.0,0.0,1.0,0.0,Health,Colorectal Neoplasms/Health,D015179,D006262,literature_human_phenotype
MDR_01349,gutm_disorder_human_phenotype,结直肠癌（CRC）,Bacteroidaceae,,bacteroidaceae,Bacteroidaceae,family,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=1,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=PRJNA397219.txt,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,2.0,1.0,0.0,1.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
MDR_01350,gutm_disorder_human_phenotype,结直肠癌（CRC）,Bacteroidales,,bacteroidales,Bacteroidales,order,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=1,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA399638; comparators=Mucosal samples;Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=PRJNA397219.txt,gutMDisorder v2.0,data/reference/disease_microbe_gutm_disorder_supplement.csv,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA399638,2.0,1.0,0.0,1.0,Mucosal samples;Health,Adjacent Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health;Tumor mucosal samples;Colorectal Neoplasms/Mucosal samples;Health,*;D015179,*;D006262,raw_human_phenotype
