nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,matched_taxon_uri,matched_taxon_name,matched_query_name,strain_match_level,uniprot_accession,uniprot_protein_uri,uniprot_organism_name,uniprot_protein_name,ec_number,reviewed,enzyme_id,enzyme_name,annotation_match_mode
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZKN5,http://purl.uniprot.org/uniprot/A0ABD7ZKN5,Haemophilus parainfluenzae ATCC 33392,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZKW2,http://purl.uniprot.org/uniprot/A0ABD7ZKW2,Haemophilus parainfluenzae ATCC 33392,Phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZM39,http://purl.uniprot.org/uniprot/A0ABD7ZM39,Haemophilus parainfluenzae ATCC 33392,,3.5.1.25,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZM43,http://purl.uniprot.org/uniprot/A0ABD7ZM43,Haemophilus parainfluenzae ATCC 33392,D-aminoacyl-tRNA deacylase,3.1.1.-,False,ENZ005,carboxylesterase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZM43,http://purl.uniprot.org/uniprot/A0ABD7ZM43,Haemophilus parainfluenzae ATCC 33392,D-aminoacyl-tRNA deacylase,3.1.1.96,False,ENZ005,carboxylesterase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABD7ZM84,http://purl.uniprot.org/uniprot/A0ABD7ZM84,Haemophilus parainfluenzae ATCC 33392,Peptide deformylase,3.5.1.88,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ESR0,http://purl.uniprot.org/uniprot/A0ABN0ESR0,Haemophilus parainfluenzae HK2019,"D,D-heptose 1,7-bisphosphate phosphatase",3.1.3.-,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ESV5,http://purl.uniprot.org/uniprot/A0ABN0ESV5,Haemophilus parainfluenzae HK2019,Phosphoglycolate phosphatase,3.1.3.18,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ESZ3,http://purl.uniprot.org/uniprot/A0ABN0ESZ3,Haemophilus parainfluenzae HK2019,glycerophosphodiester phosphodiesterase,3.1.4.46,False,ENZ005,carboxylesterase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ET06,http://purl.uniprot.org/uniprot/A0ABN0ET06,Haemophilus parainfluenzae HK2019,Endolytic peptidoglycan transglycosylase RlpA,4.2.2.-,False,ENZ016,polysaccharide_lyase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ETA9,http://purl.uniprot.org/uniprot/A0ABN0ETA9,Haemophilus parainfluenzae HK2019,Phosphoserine phosphatase,3.1.3.3,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ETC9,http://purl.uniprot.org/uniprot/A0ABN0ETC9,Haemophilus parainfluenzae HK2019,Membrane-bound lytic murein transglycosylase F,4.2.2.n1,False,ENZ016,polysaccharide_lyase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ETI0,http://purl.uniprot.org/uniprot/A0ABN0ETI0,Haemophilus parainfluenzae HK2019,Inorganic pyrophosphatase,3.6.1.1,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ETI6,http://purl.uniprot.org/uniprot/A0ABN0ETI6,Haemophilus parainfluenzae HK2019,Beta-hexosaminidase,3.2.1.52,False,ENZ015,mucin_glycosidase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0ETV8,http://purl.uniprot.org/uniprot/A0ABN0ETV8,Haemophilus parainfluenzae HK2019,,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EU02,http://purl.uniprot.org/uniprot/A0ABN0EU02,Haemophilus parainfluenzae HK2019,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EU78,http://purl.uniprot.org/uniprot/A0ABN0EU78,Haemophilus parainfluenzae HK2019,Urease subunit beta,3.5.1.5,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUD1,http://purl.uniprot.org/uniprot/A0ABN0EUD1,Haemophilus parainfluenzae HK2019,Urease subunit alpha,3.5.1.5,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUF6,http://purl.uniprot.org/uniprot/A0ABN0EUF6,Haemophilus parainfluenzae HK2019,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",3.6.1.41,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUG3,http://purl.uniprot.org/uniprot/A0ABN0EUG3,Haemophilus parainfluenzae HK2019,,3.5.1.78,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUI9,http://purl.uniprot.org/uniprot/A0ABN0EUI9,Haemophilus parainfluenzae HK2019,Peptide deformylase,3.5.1.88,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUJ7,http://purl.uniprot.org/uniprot/A0ABN0EUJ7,Haemophilus parainfluenzae HK2019,,3.5.1.-,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUN7,http://purl.uniprot.org/uniprot/A0ABN0EUN7,Haemophilus parainfluenzae HK2019,5'-nucleotidase SurE,3.1.3.5,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUP3,http://purl.uniprot.org/uniprot/A0ABN0EUP3,Haemophilus parainfluenzae HK2019,Class B acid phosphatase,3.1.3.2,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EUR1,http://purl.uniprot.org/uniprot/A0ABN0EUR1,Haemophilus parainfluenzae HK2019,6-phosphogluconolactonase,3.1.1.31,False,ENZ005,carboxylesterase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EVF7,http://purl.uniprot.org/uniprot/A0ABN0EVF7,Haemophilus parainfluenzae HK2019,N-acetylmuramoyl-L-alanine amidase,3.5.1.28,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EVR2,http://purl.uniprot.org/uniprot/A0ABN0EVR2,Haemophilus parainfluenzae HK2019,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EW29,http://purl.uniprot.org/uniprot/A0ABN0EW29,Haemophilus parainfluenzae HK2019,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,3.1.3.45,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EW36,http://purl.uniprot.org/uniprot/A0ABN0EW36,Haemophilus parainfluenzae HK2019,acylphosphatase,3.6.1.7,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EWD2,http://purl.uniprot.org/uniprot/A0ABN0EWD2,Haemophilus parainfluenzae HK2019,,3.1.3.-,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EWH1,http://purl.uniprot.org/uniprot/A0ABN0EWH1,Haemophilus parainfluenzae HK2019,Multifunctional CCA protein,3.1.3.-,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EWP5,http://purl.uniprot.org/uniprot/A0ABN0EWP5,Haemophilus parainfluenzae HK2019,Inositol-1-monophosphatase,3.1.3.25,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EWX4,http://purl.uniprot.org/uniprot/A0ABN0EWX4,Haemophilus parainfluenzae HK2019,Putative NAD(P)H nitroreductase,1.-.-.-,False,ENZ004,nitroreductase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EX90,http://purl.uniprot.org/uniprot/A0ABN0EX90,Haemophilus parainfluenzae HK2019,,3.5.1.1,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EXK8,http://purl.uniprot.org/uniprot/A0ABN0EXK8,Haemophilus parainfluenzae HK2019,Exopolyphosphatase,3.6.1.11,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABN0EXV0,http://purl.uniprot.org/uniprot/A0ABN0EXV0,Haemophilus parainfluenzae HK2019,Formyltetrahydrofolate deformylase,3.5.1.10,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVC4,http://purl.uniprot.org/uniprot/A0ABP2NVC4,Haemophilus parainfluenzae HK2019,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",3.5.1.28,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVF9,http://purl.uniprot.org/uniprot/A0ABP2NVF9,Haemophilus parainfluenzae HK2019,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",3.1.7.2,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVK3,http://purl.uniprot.org/uniprot/A0ABP2NVK3,Haemophilus parainfluenzae HK2019,Imidazole glycerol phosphate synthase subunit HisH,3.5.1.2,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVL6,http://purl.uniprot.org/uniprot/A0ABP2NVL6,Haemophilus parainfluenzae HK2019,Histidine biosynthesis bifunctional protein HisB,3.1.3.15,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVR7,http://purl.uniprot.org/uniprot/A0ABP2NVR7,Haemophilus parainfluenzae HK2019,undecaprenyl-diphosphate phosphatase,3.6.1.27,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NVT9,http://purl.uniprot.org/uniprot/A0ABP2NVT9,Haemophilus parainfluenzae HK2019,"Fructose-1,6-bisphosphatase class 1",3.1.3.11,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NW18,http://purl.uniprot.org/uniprot/A0ABP2NW18,Haemophilus parainfluenzae HK2019,Succinyl-diaminopimelate desuccinylase,3.5.1.18,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NW54,http://purl.uniprot.org/uniprot/A0ABP2NW54,Haemophilus parainfluenzae HK2019,Membrane-bound lytic murein transglycosylase A,4.2.2.n1,False,ENZ016,polysaccharide_lyase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWE3,http://purl.uniprot.org/uniprot/A0ABP2NWE3,Haemophilus parainfluenzae HK2019,,3.5.1.25,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWF5,http://purl.uniprot.org/uniprot/A0ABP2NWF5,Haemophilus parainfluenzae HK2019,Membrane-bound lytic murein transglycosylase C,4.2.2.n1,False,ENZ016,polysaccharide_lyase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWL6,http://purl.uniprot.org/uniprot/A0ABP2NWL6,Haemophilus parainfluenzae HK2019,,3.1.6.-,False,ENZ002,sulfatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWQ7,http://purl.uniprot.org/uniprot/A0ABP2NWQ7,Haemophilus parainfluenzae HK2019,"3'(2'),5'-bisphosphate nucleotidase CysQ",3.1.3.7,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWW5,http://purl.uniprot.org/uniprot/A0ABP2NWW5,Haemophilus parainfluenzae HK2019,UDP-3-O-acyl-N-acetylglucosamine deacetylase,3.5.1.108,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NWW5,http://purl.uniprot.org/uniprot/A0ABP2NWW5,Haemophilus parainfluenzae HK2019,UDP-3-O-acyl-N-acetylglucosamine deacetylase,3.5.1.108,False,ENZ013,deacetylase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NX71,http://purl.uniprot.org/uniprot/A0ABP2NX71,Haemophilus parainfluenzae HK2019,Urease subunit gamma,3.5.1.5,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NXD1,http://purl.uniprot.org/uniprot/A0ABP2NXD1,Haemophilus parainfluenzae HK2019,dITP/XTP pyrophosphatase,3.6.1.66,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NY08,http://purl.uniprot.org/uniprot/A0ABP2NY08,Haemophilus parainfluenzae HK2019,8-oxo-dGTP diphosphatase,3.6.1.55,False,ENZ014,phosphatase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NYI4,http://purl.uniprot.org/uniprot/A0ABP2NYI4,Haemophilus parainfluenzae HK2019,,3.1.3.-,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NYW0,http://purl.uniprot.org/uniprot/A0ABP2NYW0,Haemophilus parainfluenzae HK2019,beta-galactosidase,3.2.1.23,False,ENZ009,beta_galactosidase,exact_ec
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NYW0,http://purl.uniprot.org/uniprot/A0ABP2NYW0,Haemophilus parainfluenzae HK2019,beta-galactosidase,3.2.1.23,False,ENZ015,mucin_glycosidase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NYW1,http://purl.uniprot.org/uniprot/A0ABP2NYW1,Haemophilus parainfluenzae HK2019,5'-deoxynucleotidase,3.1.3.89,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NYW5,http://purl.uniprot.org/uniprot/A0ABP2NYW5,Haemophilus parainfluenzae HK2019,N(4)-acetylcytidine amidohydrolase,3.5.1.135,False,ENZ006,amidase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2NZ05,http://purl.uniprot.org/uniprot/A0ABP2NZ05,Haemophilus parainfluenzae HK2019,Phosphatidylglycerophosphatase A,3.1.3.27,False,ENZ014,phosphatase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2P085,http://purl.uniprot.org/uniprot/A0ABP2P085,Haemophilus parainfluenzae HK2019,Endolytic murein transglycosylase,4.2.2.29,False,ENZ016,polysaccharide_lyase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2P094,http://purl.uniprot.org/uniprot/A0ABP2P094,Haemophilus parainfluenzae HK2019,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA",3.1.4.53,False,ENZ005,carboxylesterase,name_keyword
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2P0A5,http://purl.uniprot.org/uniprot/A0ABP2P0A5,Haemophilus parainfluenzae HK2019,Peptidyl-tRNA hydrolase,3.1.1.29,False,ENZ005,carboxylesterase,ec_prefix
NT5018,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus parainfluenzae (S2) DSMZ 8978,,,,,,http://purl.uniprot.org/taxonomy/729,Haemophilus parainfluenzae,Haemophilus parainfluenzae,same_species,A0ABP2P0G2,http://purl.uniprot.org/uniprot/A0ABP2P0G2,Haemophilus parainfluenzae HK2019,ADP-ribose pyrophosphatase,3.6.1.13,False,ENZ014,phosphatase,name_keyword
